Deleting {0}...,{0}を削除中...
Deletion Steps,削除手順
Deletion in Progress!,削除処理中！
Deletion is not permitted for country {0},国{0}の削除は許可されていません
Deletion of this document is only permitted in developer mode.,このドキュメントの削除は、開発者モードでのみ許可されています。
Deletion process restarted,削除プロセスが再開されました
Deletion will start automatically after submission.,提出後、削除は自動的に開始されます。
Delhi,デリー
Delimiter Options,区切り文字オプション
Delimiter detection failed. Try to enable custom delimiters and adjust the delimiter options as per your data.,区切り文字の検出に失敗しました。カスタム区切り文字を有効にし、データに合わせて区切り文字オプションを調整してみてください。
Delimiter must be a single character,区切り文字は単一の文字である必要があります
Delimiter options,区切り文字オプション
Deliver (Dropship),納品 (直送)
Deliver secondary Items,副次品目を配送
Delivered,納品済
Delivered Amount,納品済額
Delivered At Place,仕向地持込渡し (DAP)
Delivered At Place Unloaded,仕向地持込渡し荷降ろし済み (DPU)
Delivered By Supplier,サプライヤーにより配送済
Delivered Duty Paid,関税込み (DDP)
Delivered Items To Be Billed,未入金の納品済アイテム
Delivered Qty,納品済数量
Delivered Qty (in Stock UOM),納品済数量在庫単位)
Delivered Qty cannot be increased by more than {0} for item {1},品目 {1} の納品数量を {0} より多く増やすことはできません
Delivered Qty cannot be reduced by more than {0} for item {1},品目 {1} の納品数量を {0} より多く減らすことはできません
Delivered Quantity,納入数量
Delivered by Supplier,仕入先による納品
Delivered by Supplier (Drop Ship),サプライヤーより配送済（ドロップシッピング）
Delivered: {0},配送済：{0}
Delivery,配送
Delivery After (Days),配達後（日数）
Delivery Date,納品日
Delivery Details,納品詳細
Delivery Document No,納品文書番号
Delivery Document Type,納品文書タイプ
Delivery Failed,配達に失敗しました
Delivery From Date,納品
Delivery Manager,納品管理者
Delivery Note,納品書
Delivery Note Item,納品書アイテム
Delivery Note Message,納品書メッセージ
Delivery Note No,納品書はありません
Delivery Note Packed Item,納品メモ梱包済
Delivery Note Required,納品書が必要
Delivery Note Series,デリバリーノートシリーズ
Delivery Note Trends,納品書の動向
Delivery Note {0} is not submitted,納品書{0}は提出されていません
Delivery Note {0} must not be submitted,納品書{0}は提出済にすることはできません
Delivery Note(s) created for the Pick List,このピッキングリストに対して納品書を作成しました
Delivery Notes,納品書
Delivery Notes should not be in draft state when submitting a Delivery Trip. The following Delivery Notes are still in draft state: {0}. Please submit them first.,配送トリップを提出する際、納品書は下書き状態であってはなりません。以下の納品書はまだ下書き状態です: {0}。まずこれらを提出してください。
Delivery Notes {0} must be cancelled before cancelling this Sales Order,この受注をキャンセルする前に、納品書{0}をキャンセルしなければなりません
Delivery Notes {0} updated,納品書{0}が更新されました
Delivery Schedule,納品スケジュール
Delivery Schedule Item,納品スケジュール
Delivery Settings,配信設定
Delivery Status,納品ステータス
Delivery Status Notification Type,配送ステータス通知タイプ
Delivery Stop,配達停止
Delivery Stops,納品停止
Delivery Time,納品時間
Delivery To,納品先
Delivery To Date,納品
Delivery Trends,納品の推移
Delivery Trip,配達旅行
Delivery Trip service tours to customers.,顧客への配送ルート。
Delivery User,納品ユーザー
Delivery Warehouse,配送倉庫
Delivery to,納品
Delivery warehouse required for stock item {0},在庫アイテム{0}には配送倉庫が必要です
Demand,需要
Demand Qty,需要数量
Demand vs Supply,需要と供給
Demo Bank Account,デモ銀行口座
Demo Company,デモ会社
Demo Data creation failed.,デモデータの作成に失敗しました。
Demo data cleared,デモデータがクリアされました
Demo data creation failed. Check notifications for more info.,デモデータの作成に失敗しました。詳細については通知を確認してください。
Density (if liquid),密度（液体の場合）
Deny,拒否
Department,部門
Department Stores,デパート
Department and Grade,学科と学年
Departure Time,出発時間
Dependant SLE Voucher Detail No,依存在庫元帳エントリ伝票詳細番号
Dependencies,依存関係
Dependencies & Licenses,依存関係とライセンス
Dependent Task,依存タスク
Dependent Task {0} is not a Template Task,依存タスク {0} はテンプレートタスクではありません
Dependent Tasks,依存タスク
Depends On,依存関係
Depends on Payment Days,支払日数に依存
Depends on Tasks,タスクに依存
Depends on: {0},依存: {0}
Deposit,入金
Depreciate based on daily pro-rata,日割りで減価償却
Depreciate based on shifts,シフトに基づいて減価償却
Depreciated Amount,減価償却額
Depreciatied Amount,減価償却額
Depreciation,減価償却
Depreciation Amount,減価償却額
Depreciation Amount during the period,期間中の減価償却額
Depreciation Date,減価償却日
Depreciation Details,減価償却詳細
Depreciation Eliminated due to disposal of assets,減価償却による資産の処分に敗退
Depreciation Entry,減価償却エントリ
Depreciation Entry Posting Status,減価償却入力転記ステータス
Depreciation Entry against asset {0},資産 {0} に対する減価償却入力
Depreciation Entry against {0} worth {1},{1} 相当の {0} に対する減価償却入力
Depreciation Expense Account,減価償却費アカウント
Depreciation Expense Account should be an Income or Expense Account.,減価償却費勘定は、収入または経費勘定である必要があります。
Depreciation Method,減価償却法
Depreciation Options,減価償却オプション
Depreciation Posting Date,減価償却転記日
Depreciation Posting Date cannot be before Available-for-use Date,減価償却記帳日は使用可能日より前であってはなりません
Depreciation Row {0}: Depreciation Posting Date cannot be before Available-for-use Date,減価償却行 {0}: 減価償却記帳日は使用可能日より前であってはなりません
Depreciation Row {0}: Depreciation Start Date is entered as past date,減価償却行{0}：減価償却開始日は過去の日付として入力されます
Depreciation Row {0}: Expected value after useful life must be greater than or equal to {1},減価償却行{0}：耐用年数後の期待値は{1}以上でなければなりません
Depreciation Row {0}: Next Depreciation Date cannot be before Available-for-use Date,減価償却行{0}：次の減価償却日は、使用可能日前にすることはできません
Depreciation Row {0}: Next Depreciation Date cannot be before Purchase Date,減価償却行{0}：次の減価償却日は購入日より前にすることはできません
Depreciation Schedule,減価償却スケジュール
Depreciation Schedule View,減価償却スケジュール表示
Depreciation Schedules,減価償却スケジュール
Depreciation Start Date,減価償却開始日
Depreciation cannot be calculated for fully depreciated assets,完全に減価償却された資産の減価償却は計算できません
Depreciation eliminated via reversal,取り消しによる減価償却の消滅
Descendants Of,の子孫
Descendants Of (inclusive),子孫 (自身を含む)
Description,説明
Description ,説明
Description Rules,説明ルール
"Description for listing page, in plain text, only a couple of lines. (max 200 characters)",プレーンテキストでのリストページの説明、数行のみ。 （最大200文字）
Description of Content,内容の説明
Description to inform the user about any action that is going to be performed,実行されるアクションについてユーザーに通知するための説明
Descriptive,記述的
Descriptive Test,記述的テスト
Descriptive Test Result,記述的テスト結果
Descriptive Test Template,記述的テストテンプレート
"Descriptive name for your template (e.g., 'Standard P&L', 'Detailed Balance Sheet')","テンプレートの記述名 (例: '標準損益計算書', '詳細貸借対照表')"
Designation,肩書
Designer,デザイナー
Desk,デスク
Desk Access,デスクのアクセス
Desk Card,デスクカード
Desk Chart,デスクチャート
Desk Page,デスクページ
Desk Settings,デスク設定
Desk Shortcut,デスクショートカット
Desk Theme,デスクテーマ
Desk User,デスクユーザー
Desktop,デスクトップ
Desktop Icon,デスクトップアイコン
Desktop Icon already exists,デスクトップアイコンは既に存在します
Desktop Layout,デスクトップレイアウト
Desktop Settings,デスクトップ設定
Detailed Reason,詳細な理由
Detailed Tax Invoice,税額請求書（詳細）
Details,詳細
Details of Outward Supplies and inward supplies liable to reverse charge,リバースチャージが発生する可能性がある外向き供給および内向き供給の詳細
Details of the operations carried out.,作業遂行の詳細
Detect CSV type,CSVタイプを検出
Detected Amount Format,検出された金額形式
Detected Date Format,検出された日付形式
Detected Disease,検出された病気
Detected Diseases,検出された疾患
Detected Header Index,検出されたヘッダーインデックス
Detected Tables,検出されたテーブル
Detected Transaction Ending Index,検出された取引終了インデックス
Detected Transaction Starting Index,検出された取引開始インデックス
Determine Address Tax Category From,住所税カテゴリの決定元
Determine Address Tax Category from,住所税カテゴリの決定元
Determines which tax rules apply to this supplier,この仕入先にどの税ルールが適用されるかを決定します
Developer,開発者
Developer Mode Only,開発者モードのみ
Diagnosis,診断
Diagnosis:,診断：
Diagnosis: ,診断：
Diagnostic Report,診断レポート
Did not add,追加しませんでした
Did not cancel,キャンセルされませんでした
Did not find any item called {0},{0} というアイテムは見つかりませんでした
Did not find {0} for {0} ({1}),{0}（{1}）により{0}が見つかりませんでした
Did not remove,削除されませんでした。
"Did not send SMS, missing patient mobile number or message content.",SMSを送信しなかった、患者の携帯電話番号またはメッセージコンテンツが欠落している。
Diesel,ディーゼル
Diff,差分
Diff Qty,相違数
Difference,差
Difference (Dr - Cr),差額（借方 - 貸方）
Difference Account,差損益
Difference Account in Items Table,差額テーブル
"Difference Account must be a Asset/Liability type account (Temporary Opening), since this Stock Entry is an Opening Entry",この在庫入力は期首入力であるため、差額勘定は資産/負債タイプの勘定 (一時期首) である必要があります
"Difference Account must be a Asset/Liability type account, since this Stock Entry is an Opening Entry",この在庫エントリは期首エントリであるため、差額勘定は資産/負債タイプのアカウントである必要があります。
"Difference Account must be a Asset/Liability type account, since this Stock Reconciliation is an Opening Entry",この在庫棚卸が繰越エントリであるため、差異勘定は資産／負債タイプのアカウントである必要があります
Difference Amount,差額
Difference Amount (Company Currency),差額（会社通貨）
Difference Amount must be zero,差額はゼロでなければなりません
Difference In,差額
Difference Posting Date,差額転記
Difference Qty,差額数量
Difference Value,差額
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.",このドキュメントには異なる「ステータス」を入れることができます。（「オープン」「承認待ち」など）
Different 'Source Warehouse' and 'Target Warehouse' can be set for each row.,各行に異なる「元倉庫」と「対象倉庫」を設定できます。
Different UOM for items will lead to incorrect (Total) Net Weight value. Make sure that Net Weight of each item is in the same UOM.,アイテムごとに数量単位が異なると、（合計）正味重量値が正しくなりません。各アイテムの正味重量が同じ単位になっていることを確認してください。
Difficulty Level,難易度
Digits,数字
Dimension Defaults,寸法のデフォルト
Dimension Details,ディメンション詳細
Dimension Filter,ディメンションフィルター
Dimension Filter Help,ディメンションフィルターヘルプ
Dimension Name,ディメンション名
Dimension-wise Accounts Balance Report,ディメンション別勘定残高レポート
Dimensions,ディメンション
Dinars,ディナール
Direct,直接
Direct Expense,直接経費
Direct Expenses,直接経費
Direct Income,直接利益
Direct return is not allowed for Timesheet.,タイムシートの直接返品は許可されていません。
Direct room with {0} already exists.,{0}のダイレクトルームは既に存在します。
Directory Server,ディレクトリサーバー
Disable,無効にする
Disable Auto Refresh,自動更新を無効にする
Disable Automatic Recency Filters,自動最新フィルターを無効にする
Disable Capacity Planning,キャパシティプランニングを無効にする
Disable Change Log Notification,変更ログ通知を無効にする
Disable Comment Count,コメント数を無効にする
Disable Comments,コメントを無効にする
Disable Count,カウントを無効にする
Disable Cumulative Threshold,累積しきい値を無効化
Disable Customer Signup link in Login page,ログインページの顧客の登録リンクを無効にする
Disable Document Sharing,ドキュメント共有を無効にする
Disable In Words,文字表記無効
Disable Last Purchase Rate,最終購買単価を使用しない
Disable Marketplace,マーケットプレースを無効にする
Disable Opening Balance Calculation,期首残高計算を無効化
Disable Prepared Report,作成済みレポートを無効にする
Disable Product Suggestion,製品提案を無効にする
Disable Report,レポートを無効にする
Disable Rounded Total,合計の四捨五入を無効にする
Disable SMTP server authentication,SMTPサーバー認証を無効にする
Disable Scrolling,スクロールを無効にする
Disable Serial No And Batch Selector,シリアル番号・バッチ選択を無効にする
Disable Serial No and Batch selector,シリアル番号とバッチセレクターを無効化
Disable Sidebar Stats,サイドバー統計を無効にする
Disable Signup,登録を無効にする
Disable Signup for your site,サイトのサインアップを無効にする
Disable Standard Email Footer,標準メールフッターを無効にします
Disable Stock Delivered But Not Billed in Sales Return,売上返品で納品済み未請求在庫を無効化
Disable System Update Notification,システム更新通知を無効にする
Disable Transaction Threshold,取引しきい値を無効化
Disable User Customization,ユーザーのカスタマイズを無効にする
Disable Username/Password Login,ユーザー名/パスワードログインを無効にする
Disable last purchase rate,最終仕入単価を無効化
Disable signups,サインアップを無効にする
Disable template to prevent use in reports,レポートでの使用を防ぐためにテンプレートを無効化
Disabled,無効
Disabled Account Selected,無効選択済
Disabled Auto Reply,自動返信を無効にする
Disabled Bank Account,無効化された銀行口座
Disabled Warehouse {0} cannot be used for this transaction.,無効化された倉庫 {0} はこの取引に使用できません。
Disabled items cannot be selected in any transaction.,無効化された品目は、どの伝票でも選択できません。
Disabled pricing rules since this {} is an internal transfer,この {} は内部振替であるため、価格ルールは無効化されました
Disabled suppliers are hidden from selection in new transactions but remain in historical records,無効化された仕入先は、新規伝票での選択から非表示になりますが、履歴レコードには残ります
Disabled tax included prices since this {} is an internal transfer,この {} は内部振替であるため、税込み価格は無効化されました
Disabled template must not be default template,[無効]テンプレートは、デフォルトのテンプレートであってはなりません
Disables auto-fetching of existing quantity,既存数量の自動取得を無効にします
Disassemble,分解
Disassemble Order,分解指示
Disassemble Qty cannot be less than or equal to 0.,分解数量は0以下にすることはできません。
Disassemble Qty cannot be less than or equal to <b>0</b>.,分解数量は<b>0</b>以下にすることはできません。
Disassembled Qty,分解数量
Disburse Loan,支払ローン
Disbursed,支払われた
Disbursement and Repayment,支払いと返済
Disc,ディスク
Discard,破棄
Discard Changes and Load New Invoice,変更を破棄して新しい請求書を読み込む
Discard {0},{0}を破棄
Discard?,破棄しますか？
Discarded,破棄済
Discharge,放電
Discharge Date,放電日
Discharge Detials,放電ディシャル
Discharge Instructions,放電手順
Discharge Notes,排出メモ
Discharge Ordered Date,放電注文日
Discharge Scheduled,放電スケジュール
Discharged,放電した
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,免責事項：これらのインデックスは、この記録中に実行されたデータとクエリに基づいて提案されています。これらの提案が役立つ場合とそうでない場合があります。
Discount,割引
Discount (%),割引（％）
Discount (%) on Price List Rate with Margin,利益率を用いた価格リストレートの割引（％）
Discount Account,値引き
Discount Allowed Account,許可されたアカウントの割引
Discount Amount,割引額
Discount Amount (Company Currency),割引金額（会社通貨）
Discount Amount in Transaction,値引き取引
Discount Date,値引き
Discount Percentage,割引率
Discount Percentage can be applied either against a Price List or for all Price List.,割引率は、価格表に対して、またはすべての価格リストのいずれかを適用することができます。
Discount Percentage in Transaction,値引きパーセント取引
Discount Received Account,割引受領アカウント
Discount Settings,値引き設定
Discount Type,割引タイプ
Discount Validity,値引き有効性
Discount Validity Based On,値引き有効性の基準
Discount and Margin,値引と利幅
Discount cannot be greater than 100%,割引は100％を超えることはできません
Discount cannot be greater than 100%.,値引きは100%を超えることはできません。
Discount must be less than 100,割引は100未満でなければなりません
Discount of {} applied as per Payment Term,支払条件に従って{}の値引きが適用されました
Discount on Other Item,他のアイテムの割引
Discount on Price List Rate (%),価格表での割引率（％）
Discounted Amount,割引済
Discounted Invoice,割引請求書
Discounts,割引
"Discounts to be applied in sequential ranges like buy 1 get 1, buy 2 get 2, buy 3 get 3 and so on",1つ買うと1つもらえる、2つ買うと2つもらえる、3つ買うと3つもらえるといった連続した範囲で適用される値引き
Discrepancy between General and Payment Ledger,総勘定元帳と入出金元帳の間の不一致
Discretionary Reason,裁量による理由
Discuss ID,ディスカッションID
Discussion Reply,ディスカッション返信
Discussion Topic,ディスカッショントピック
Disease,疾患
Diseases & Fertilizers,病気・肥料
Dislikes,嫌い
Dismiss,閉じる
Dispatch,発送
Dispatch Address,出荷住所
Dispatch Address Details,出荷住所詳細
Dispatch Address Name,出荷住所名前
Dispatch Address Template,出荷住所テンプレート
Dispatch Information,発送情報
Dispatch Notification,ディスパッチ通知
Dispatch Notification Attachment,ディスパッチ通知アタッチメント
Dispatch Notification Template,ディスパッチ通知テンプレート
Dispatch Settings,ディスパッチ設定
Dispatch State,ディスパッチ状態
Display,表示
Display & Data Formatting,表示とデータ形式設定
Display Depends On,依存性を表示
Display Depends On (JS),表示依存元 (JS)
Display Items In Stock,在庫のある品目を表示
Display Name,表示名
Display Settings,ディスプレイの設定
Disposal Date,処分日
Disposal date {0} cannot be before {1} date {2} of the asset.,資産の処分日{0}は、{1}日{2}より前であることはできません。
Distance,距離
Distance (in km),距離（km）
Distance UOM,距離単位
Distance cannot be greater than 4000 kms,距離は4000キロを超えることはできません
Distance from left edge,左端からの距離
Distance from top edge,上端からの距離
Distinct Item and Warehouse,品目と倉庫の組み合わせ
Distinct unit of an Item,アイテムの明確な単位
Distribute Additional Costs Based On,追加コストの配分基準 
Distribute Additional Costs Based On ,追加コストの配分基準 
Distribute Charges Based On,支払按分基準
Distribute Equally,均等に配分
Distribute Manually,手動で配分
Distributed Cost Center,分散コストセンター
Distributed Discount Amount,配分された値引き額
Distribution,配布
Distribution Frequency,配分頻度
Distribution Name,配布名
Distributor,販売代理店
Dividends Paid,配当金支払額
Divider,区切り線
Divorced,離婚
Do Not Contact,コンタクト禁止
Do Not Create New User,新規ユーザーを作成しない
Do Not Explode,展開しない
Do Not Update Serial / Batch on Creation of Auto Bundle,自動バンドル作成時にシリアル・バッチを更新しない
Do Not Use Batch-wise Valuation,バッチ別評価を使用しない
Do Not Use Batchwise Valuation,バッチ別評価を使用しない
Do not allow user to change after set the first time,初回設定以降、ユーザーが変更することはできません
Do not confirm if appointment is created for the same day,予定が同じ日に作成されているかどうかを確認しない
Do not create new user if user with email does not exist in the system,システムにメールアドレスを持つユーザーが存在しない場合、新規ユーザーを作成しない
Do not edit headers which are preset in the template,テンプレートにあらかじめ設定されているヘッダーは編集しないでください
Do not fetch incoming rate from Serial No,シリアル番号から入庫単価を取得しない
Do not have permission to access {0} bucket.,{0}バケットにアクセスする権限がありません。
Do not import,インポートしない
Do not print or email Lab Tests without Approval,承認なしにラボテストを印刷または電子メールで送信しないでください
Do not send Emails,メールを送信しない
Do not show any symbol like $ etc next to currencies.,次の通貨に$などのような任意のシンボルを表示しません。
Do not update Serial / Batch on creation of auto bundle,自動バンドルの作成時にシリアル/バッチを更新しない
Do not update variants on save,保存時にバリエーションを更新しない
Do not use Batch-wise Valuation,バッチ別評価を使用しない
Do not warn me again about {0},{0}について再度警告しない
Do reposting for each Stock Transaction,在庫取引ごとに再計上する
Do you really want to STOP this Material Request?,この資材要求を停止しますか。
Do you really want to UNSTOP this Material Request?,この資材要求の停止を解除しますか。
Do you really want to restore this scrapped asset?,本当にこの廃棄資産を復元しますか？
Do you really want to scrap this asset?,本当にこの資産を廃棄しますか？
Do you really want to send this email newsletter?,このメールマガジンを本当に送信しますか？
Do you still want to enable immutable ledger?,不変元帳を有効にしますか？
Do you still want to enable negative inventory?,負の在庫を有効にしますか？
Do you still want to proceed?,続行しますか？
Do you want to cancel all linked documents?,すべてのリンクされたドキュメントをキャンセルしますか？
Do you want to change valuation method?,評価方法を変更しますか？
Do you want to notify all the customers by email?,すべての顧客に電子メールで通知しますか？
Do you want to submit the material request,資料請求を提出しますか
Do you want to submit the stock entry?,在庫伝票を提出しますか？
Do you want to update attendance? <br> Present: {0} <br> Absent: {1},出席を更新しますか？<br>現在：{0}<br>不在：{1}
Doc Date,ドキュメントの日付
Doc Event,文書イベント
Doc Events,文書イベント
Doc Name,文書名
Doc Status,文書ステータス
Doc Status Reset,ドキュメントステータスリセット
Doc Type,文書タイプ
DocField,文書フィールド
DocPerm,文書管理
DocShare,文書共有
"DocStatus of the following states have changed:<br><strong>{0}</strong><br>
				Do you want to update the docstatus of existing documents in those states?<br>
				This does not undo any effect bought in by the document's existing docstatus.","以下の状態のDocStatusが変更されました：<br><strong>{0}</strong><br>
				既存のドキュメントのDocStatusを更新しますか？<br>
				これは、ドキュメントの既存のDocStatusによってもたらされた効果を元に戻すものではありません。
				"
"DocStatus of the following states have changed:<br><strong>{0}</strong><br>
				Do you want to update the docstatus of existing documents in those states?<br>
				This does not undo any effect bought in by the document's existing docstatus.
				","以下の状態のDocStatusが変更されました：<br><strong>{0}</strong><br>
				既存のドキュメントのDocStatusを更新しますか？<br>
				これは、ドキュメントの既存のDocStatusによってもたらされた効果を元に戻すものではありません。
				"
DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,フィールド<b>{1}</b>に指定されたDocType <b>{0}</b>には、少なくとも1つのリンクフィールドが必要です
DocType Action,DocTypeアクション
DocType Event,DocTypeイベント
DocType Layout,DocType レイアウト
DocType Layout Field,DocType レイアウト項目
DocType Link,DocTypeリンク
DocType Missing,DocType 不足
DocType State,DocType 状態
DocType View,DocTypeビュー
DocType can be one of them {0},DocTypeは{0}のいずれかです
DocType can not be merged,文書タイプを混在させることはできません。
DocType can only be renamed by Administrator,文書タイプは管理者のみ名前を変更することができます
DocType is a Table / Form in the application.,文書タイプはアプリケーション内のテーブル／フォームです
DocType must be Submittable for the selected Doc Event,DocTypeは、選択したDocイベントに対してSubmittableでなければなりません
DocType must have atleast one field,DocType には少なくとも1つのフィールドが必要です
DocType not supported by Log Settings.,DocType はログ設定でサポートされていません。
DocType on which this Workflow is applicable.,このワークフローには文書タイプが適用可能です
DocType required,DocType は必須
DocType updated. Reloading…,DocTypeが更新されました。再読み込み中…
DocType {0} does not exist,DocType {0}は存在しません
DocType {0} does not exist.,DocType {0} は存在しません。
DocType {0} with company field '{1}' is already in the list,会社フィールド'{1}'を持つDocType {0}はすでにリストにあります
DocType {} not found,DocType {}が見つかりません
DocType's name should not start or end with whitespace,DocTypeの名前は空白で開始または終了しないでください
"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores",文書タイプ名は文字、数字、スペース、アンダースコアで開始する必要があります
DocTypes To Delete,削除するDocType
"DocTypes can not be modified, please use {0} instead",DocType は変更できません。代わりに {0} を使用してください
"DocTypes cannot be modified, please use {0} instead",DocType は変更できません。代わりに {0} を使用してください
DocTypes that will NOT be deleted.,削除されないDocType。
DocTypes with a company field:,会社フィールドを持つDocType:
DocTypes without a company field:,会社フィールドを持たないDocType:
Docs Search,ドキュメント検索
Doctype,文書タイプ
Doctype name is limited to {0} characters ({1}),DocType 名は {0} 文字 ({1}) に制限されています
Doctype required,Doctypeが必要
Doctype with same route already exist. Please choose different title.,同じルートの DocType がすでに存在します。別のタイトルを指定してください。
Document,文書
Document Actions,アクションの文書化
Document Count,文書件数
Document Fields,ドキュメントフィールド
Document Follow,ドキュメントフォロー
Document Follow Notification,伝票フォロー通知
Document Link,ドキュメントリンク
Document Linking,ドキュメントリンク
Document Links,ドキュメントリンク
Document Links Row #{0}: Could not find field {1} in {2} DocType,ドキュメントリンク行 #{0}: DocType {2} にフィールド {1} が見つかりませんでした
Document Links Row #{0}: Invalid doctype or fieldname.,ドキュメントリンク行 #{0}: 無効な DocType またはフィールド名です。
Document Links Row #{0}: Parent DocType is mandatory for internal links,ドキュメントリンク行 #{0}: 内部リンクには親 DocType が必須です
Document Links Row #{0}: Table Fieldname is mandatory for internal links,ドキュメントリンク行 #{0}: 内部リンクにはテーブルフィールド名が必須です
Document Name,文書名
Document Name (ID),ドキュメント名 (ID)
Document Name must not be empty,ドキュメント名を空にすることはできません
Document Naming,伝票命名
Document Naming Rule,ドキュメントの命名規則
Document Naming Rule Condition,ドキュメントの命名規則の条件
Document Naming Settings,文書の命名設定
Document No,伝票番号
Document Queued,文書キュー
Document Restoration Summary,ドキュメント復元の概要
Document Restored,文書の復元
Document Saved,ドキュメントが保存されました
Document Share,ドキュメント共有
Document Share Key,ドキュメント共有キー
Document Share Key Expiry (in Days),ドキュメント共有キー有効期限 (日数)
Document Share Report,文書共有レポート
Document States,文書状態
Document Status,文書ステータス
Document Tag,ドキュメントタグ
Document Title,ドキュメントのタイトル
Document Type,文書タイプ
Document Type ,ドキュメントタイプ
Document Type Field Mapping,ドキュメントタイプフィールドマッピング
Document Type Mapping,ドキュメントタイプマッピング
Document Type already used as a dimension,ドキュメントタイプはすでにディメンションとして使用されています
Document Type and Function are required to create a number card,数値カードを作成するには、ドキュメントタイプと関数が必要です
Document Type is not importable,文書タイプはインポートできません
Document Type is not submittable,伝票タイプは送信できません
Document Type is required,ドキュメントタイプは必須です
Document Type to Track,追跡する伝票タイプ
Document Type {0} has been repeated.,ドキュメントタイプ{0}が繰り返されています。
Document Types,文書タイプ
Document Types (Select Permissions Only),ドキュメントタイプ (権限選択のみ)
Document Types and Permissions,ドキュメントタイプと権限
Document Unlocked,ドキュメントがロック解除されました
Document can't saved.,文書を保存できませんでした。
Document cannot be used as a filter value,ドキュメントをフィルター値として使用することはできません
Document follow is not enabled for this user.,このユーザーに対してドキュメントフォローは有効になっていません。
Document has been cancelled,文書が取り消されました
Document has been submitted,文書が提出されました
Document is in draft state,ドキュメントは下書き状態です
Document is only editable by users of role,この文書を編集できるのは次のロールのユーザーのみです
Document is only editable by users with role,ドキュメントは、役割を持つユーザーのみが編集できます
Document not Relinked,ドキュメントは再リンクされませんでした
Document renamed from {0} to {1},ドキュメントの名前が{0}から{1}に変更されました
Document renaming from {0} to {1} has been queued,ドキュメントの名前変更 ({0} から {1} へ) がキューに追加されました
Document type is required to create a dashboard chart,ダッシュボードチャートを作成するにはドキュメントタイプが必要です
Document {0} Already Restored,ドキュメント{0}はすでに復元されています
Document {0} has been set to state {1} by {2},文書{0}は{2}で状態{1}に設定されています
Document {0} successfully uncleared,文書{0}は正常に未確認です
Documentation,ドキュメント
Documentation Link,ドキュメントリンク
Documentation URL,ドキュメントのURL
Documents,文書
Documents Processed on each trigger. Queue Size should be between 5 and 100,各トリガーで処理されるドキュメント。キューサイズは5から100の間である必要があります
Documents assigned to you and by you.,自分で割当した文書
Documents restored successfully,ドキュメントが正常に復元されました
Documents that failed to restore,復元に失敗したドキュメント
Documents that were already restored,すでに復元されたドキュメント
Documents: {0} have deferred revenue/expense enabled for them. Cannot repost.,ドキュメント: {0} は繰延収益/費用が有効になっています。再転記できません。
Domain,ドメイン
Domain Name,ドメイン名
Domain Settings,ドメイン設定
Domains,ドメイン
Domains HTML,ドメインHTML
Don't Create Loyalty Points,ロイヤルティポイントを作成しない
Don't Enforce Free Item Qty,無料品目数量を強制しない
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",&lt;script&gt; や単に &lt; または &gt; などの文字は、このフィールドでは意図的に使用されるため、HTMLエンコードしないでください。
Don't Import,インポートしない
Don't Override Status,ステータスを上書きしないでください
Don't Recompute Tax,税金を再計算しない
Don't Reserve Sales Order Qty on Sales Return,返品時に受注数量を引き当てない
Don't Send Emails,メールを送信しない
Don't create new records,新しいレコードを作成しない
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",このフィールドでは &lt;script&gt; のようなHTMLタグや &lt; または &gt; のような文字が意図的に使用される可能性があるため、HTMLエンコードしないでください
Don't have an account?,アカウントをお持ちではありませんか？
Don't have an account? Sign up,アカウントを持っていないのですか？サインアップ
"Don't know, ask 'help'",わかりません。ヘルプを参照してください。
Don't reserve Sales Order qty on sales return,返品時に受注数量を予約しない
Don't send employee birthday reminders,従業員の誕生日のリマインダーを送信しないでください
Done,完了
Donor,ドナー
Donor Name,ドナー名
Donor Type,ドナータイプ
Donor Type information.,ドナータイプの情報。
Donor information.,寄付者の情報。
Dont Recompute tax,税を再計算しない
Donut,ドーナツ
Doors,ドア
Dosage,投薬量
Dosage Form,投薬形態
Dosage Strength,服用強度
Dosage by Time Interval,時間間隔による投与量
Double Declining Balance,ダブル定率
Double click to edit label,ラベルを編集するにはダブルクリック
Download,ダウンロード
Download Backups,バックアップダウンロード
Download CSV Template,CSVテンプレートをダウンロード
Download DATEV File,DATEVファイルをダウンロードする
Download Data,データをダウンロードする
Download Files Backup,ダウンロードファイルバックアップ
Download JSON,JSONをダウンロードする
Download Link,ダウンロードリンク
Download PDF,PDFのダウンロード
Download PDF for Supplier,仕入先向けPDFをダウンロード
Download Report,ダウンロードレポート
Download Report as CSV,レポートをCSVとしてダウンロード
Download Required Materials,必要な資料をダウンロードする
Download Template,テンプレートのダウンロード
Download Your Data,データをダウンロードする
Download as CSV,CSVとしてダウンロード
Download as JSON,JSONとしてダウンロード
Download link for your backup will be emailed on the following email address: {0},バックアップのダウンロードリンクは、次のメールアドレスに送信されます：{0}
