Customize,カスタマイズ,
Customize,カスタマイズ,Button in list view menu
Customize Child Table,子テーブルをカスタマイズ,
Customize Dashboard,ダッシュボードをカスタマイズ,
Customize Form,フォームをカスタマイズ,
Customize Form - {0},フォームをカスタマイズ - {0},
Customize Form Field,フォームフィールドをカスタマイズ,
Customize Quick Filters,クイックフィルターをカスタマイズ,Customize qucik filters of List View
"Customize properties, naming, fields and more for standard doctypes",標準DocTypeのプロパティ、命名、フィールドなどをカスタマイズ,
Cut,切り取り,
Cyan,シアン,
DB Tables,DBテーブル,
DELAY,遅延,
DELETE,削除,
DESC,降順,
DLE,DLE,
DRAFT,下書き,
Daily,日次,
Daily Event Digest is sent for Calendar Events where reminders are set.,リマインダーが設定されているカレンダーイベントのデイリーイベントダイジェストが送信されます。,
Daily Events should finish on the Same Day.,日次イベントは同日中に完了する必要があります。,
Daily Long,日次（長）,
Daily Maintenance,日次メンテナンス,
Danger,危険,
Dark,ダーク,
Dark Color,ダークカラー,
Dark Theme,ダークテーマ,
Dashboard,ダッシュボード,
Dashboard Chart,ダッシュボードチャート,
Dashboard Chart Field,ダッシュボードチャートフィールド,
Dashboard Chart Link,ダッシュボードチャートリンク,
Dashboard Chart Source,ダッシュボードチャートソース,
Dashboard Manager,ダッシュボードマネージャー,
Dashboard Name,Dashboard名,
Dashboard Settings,Dashboard設定,
Dashboard View,ダッシュボードビュー,
Dashboards,ダッシュボード,
Data,データ,
Data Clipped,データがクリップされました,
Data Export,データエクスポート,
Data Import,データインポート,
Data Import Log,データインポートログ,
Data Import Template,Data Importテンプレート,
Data Import is not allowed for {0}. Enable 'Allow Import' in DocType settings.,{0}のデータインポートは許可されていません。DocType設定で「インポートを許可」を有効にしてください。,
Data Too Long,データが長すぎます,
Database,データベース,
Database Engine,データベースエンジン,
Database Processes,データベースプロセス,
Database Row Size Utilization,データベース行サイズ利用率,
Database Storage Usage By Tables,テーブル別データベースストレージ使用量,
Database Table Row Size Limit,データベーステーブル行サイズ制限,
"Database Table Row Size Utilization: {0}%, this limits number of fields you can add.",データベーステーブル行サイズ利用率: {0}%、これにより追加できるフィールドの数が制限されます。,
Database Version,データベースバージョン,
Date,日付,
Date Format,日付形式,
Date Range,日付範囲,
Date after which this security.txt should be considered stale. Expires timestamp is converted to UTC.,このsecurity.txtが期限切れとみなされる日付。有効期限のタイムスタンプはUTCに変換されます。,
Date and Number Format,日付と数値の形式,
Date {0} must be in format: {1},日付 {0} は形式: {1} である必要があります,
Dates are often easy to guess.,日付は推測されやすいことがよくあります。,
Datetime,日時,
Day,日,
Day of Week,曜日,
Day of month,月の日にち,
Days,日,Duration
Days After,経過日数,
Days Before,前日数,
Days Before or After,前または後の日数,
Days Remaining,残り日数,
Deadlock Occurred,デッドロックが発生しました,
Dear,様,
"Dear System Manager,",システム管理者様、,
"Dear User,",ユーザー様、,
Dear {0},{0}様,
Debug Log,デバッグログ,
Decimal Separator must be '.' when Quoting is set to Non-numeric,引用符が非数値に設定されている場合、小数点区切り記号は「.」である必要があります,
Decimal Separator must be a single character,小数点区切り記号は単一の文字である必要があります,
Default,デフォルト,
Default Address Template cannot be deleted,デフォルトの住所テンプレートは削除できません,
Default Amendment Naming,デフォルトの修正命名,
Default App,デフォルトアプリ,
Default Email Template,既定のメールテンプレート,
Default Inbox,デフォルト受信トレイ,
Default Incoming,デフォルト受信,
Default Letter Head,デフォルトレターヘッド,
Default Naming,デフォルト命名,
Default Outgoing,デフォルト送信,
Default Portal Home,デフォルトポータルホーム,
Default Print Format,デフォルト印刷形式,
Default Print Language,デフォルト印刷言語,
Default Redirect URI,デフォルトリダイレクトURI,
Default Role at Time of Signup,サインアップ時のデフォルトロール,
Default Sending,デフォルト送信,
Default Sending and Inbox,デフォルト送信と受信トレイ,
Default Sort Field,デフォルトソートフィールド,
Default Sort Order,デフォルトソート順,
Default Template For Field,フィールドのデフォルトテンプレート,
Default Theme,デフォルトテーマ,
Default User Role,デフォルトユーザーロール,
Default User Type,既定のユーザー種類,
Default Value,デフォルト値,
Default View,デフォルトビュー,
Default Workspace,デフォルトワークスペース,
Default display currency,デフォルト表示通貨,
Default for 'Check' type of field {0} must be either '0' or '1',「チェック」タイプのフィールド {0} のデフォルト値は「0」または「1」である必要があります,
Default value for {0} must be in the list of options.,{0} のデフォルト値はオプションのリストに含まれている必要があります。,
Default {0},デフォルト {0},
"Default: ""Contact Us""",デフォルト: 「お問い合わせ」,
DefaultValue,デフォルト値,
Defaults,デフォルト,
Defaults Updated,デフォルトが更新されました,
Defaults to `en`,デフォルトは `en`,
Defines actions on states and the next step and allowed roles.,状態に対するアクション、次のステップ、および許可されたロールを定義します。,
Defines how long exported reports sent via email are kept in the system. Older files will be automatically deleted.,メールで送信されたエクスポート済みレポートがシステムに保持される期間を定義します。古いファイルは自動的に削除されます。,
Defines workflow states and rules for a document.,ドキュメントのワークフローの状態とルールを定義します。,
Delayed,遅延,
Delete,削除,
Delete,削除,Button in list view actions menu
Delete,削除,Button in web form
Delete Account,勘定科目を削除,
Delete Background Exported Reports After (Hours),バックグラウンドでエクスポートされたレポートを削除する期間（時間）,
Delete Column,列を削除,Title of confirmation dialog
Delete Data,データを削除,
Delete Gravatar URLs,Gravatar の URL を削除,
Delete Kanban Board,カンバンボードを削除,
Delete Section,セクションを削除,Title of confirmation dialog
Delete Tab,タブを削除,Title of confirmation dialog
Delete Workspace,ワークスペースを削除,
Delete all,すべて削除,
Delete all {0} rows,すべての{0}行を削除,
Delete and Generate New,削除して新規生成,
Delete column,列を削除,Button text
Delete comment?,コメントを削除しますか？,
Delete entire column with fields,フィールドを含む列全体を削除,Button text
Delete entire section with fields,フィールドを含むセクション全体を削除,Button text
Delete entire tab with fields,フィールドを含むタブ全体を削除,Button text
Delete row,行を削除,
Delete section,セクションを削除,Button text
Delete tab,タブを削除,Button text
Delete this record to allow sending to this email address,このメールアドレスへの送信を許可するには、このレコードを削除してください,
Delete {0} item permanently?,{0}項目を完全に削除しますか？,Title of confirmation dialog
Delete {0} items permanently?,{0}項目を完全に削除しますか？,Title of confirmation dialog
Delete {0} rows,{0}行を削除,
Deleted,削除済,
Deleted DocType,削除済みDocType,
Deleted Document,削除済みドキュメント,
Deleted Name,削除済名,
Deleted all documents successfully,すべてのドキュメントを正常に削除しました,
Deleted!,削除しました！,
Deleting {0},{0}を削除中,
Deleting {0} records...,{0}レコードを削除中...,
Deleting {0}...,{0}を削除中...,
Deletion Steps,削除手順,
Deletion of this document is only permitted in developer mode.,このドキュメントの削除は、開発者モードでのみ許可されています。,
Delimiter Options,区切り文字オプション,
Delimiter detection failed. Try to enable custom delimiters and adjust the delimiter options as per your data.,区切り文字の検出に失敗しました。カスタム区切り文字を有効にし、データに合わせて区切り文字オプションを調整してみてください。,
Delimiter must be a single character,区切り文字は単一の文字である必要があります,
Delivery Status,配送ステータス,
Delivery Status Notification Type,配送ステータス通知タイプ,
Deny,拒否,
Department,部署,
Dependencies,依存関係,
Depends On,依存元,
Depth,深さ,
Descendants Of,子孫,
Descendants Of (inclusive),子孫 (自身を含む),
Description,説明,
Description to inform the user about any action that is going to be performed,実行されるアクションについてユーザーに通知するための説明,
Designation,役職,
Desk Access,デスクアクセス,
Desk Settings,デスク設定,
Desk Theme,デスクテーマ,
Desk User,デスクユーザー,
Desktop,デスクトップ,
Desktop Icon,デスクトップアイコン,
Desktop Layout,デスクトップレイアウト,
Desktop Settings,デスクトップ設定,
Details,詳細,
Detect CSV type,CSVタイプを検出,
Did not add,追加されませんでした,
Did not remove,削除されませんでした,
Didn't receive the link?,リンクが届きませんでしたか？,
Diff,差分,
"Different ""States"" this document can exist in. Like ""Open"", ""Pending Approval"" etc.",このドキュメントが存在しうる異なる「ステータス」。例えば「オープン」、「承認待ち」など。,
Digits,桁数,
Dinars,ディナール,Currency
Directory Server,ディレクトリサーバー,
Disable Auto Refresh,自動更新を無効にする,
Disable Automatic Recency Filters,自動最新フィルターを無効にする,
Disable Change Log Notification,変更ログ通知を無効にする,
Disable Comment Count,コメント数を無効にする,
Disable Count,カウントを無効にする,
Disable Document Sharing,ドキュメント共有を無効にする,
Disable Prepared Report Automation,準備済みレポートの自動化を無効化,
Disable Product Suggestion,製品提案を無効にする,
Disable Report,Disableレポート,
Disable SMTP server authentication,SMTPサーバー認証を無効にする,
Disable Scrolling,スクロールを無効にする,
Disable Serial No And Batch Selector,シリアル番号・バッチ選択を無効にする,
Disable Sidebar Stats,サイドバー統計を無効にする,
Disable Signup for your site,サイトのサインアップを無効にする,
Disable Standard Email Footer,標準メールフッターを無効にする,
Disable System Update Notification,システム更新通知を無効にする,
Disable Username/Password Login,ユーザー名/パスワードログインを無効にする,
Disable signups,サインアップを無効にする,
Disabled,無効,
Disabled Auto Reply,自動返信無効,
Discard,破棄,
Discard,破棄,Button in web form
Discard,破棄,Discard Email
Discard {0},{0}を破棄,
Discard?,破棄しますか？,
Discarded,破棄済,
Disclaimer: These indexes are suggested based on data and queries performed during this recording. These suggestions may or may not help.,免責事項：これらのインデックスは、この記録中に実行されたデータとクエリに基づいて提案されています。これらの提案が役立つ場合とそうでない場合があります。,
Discussion Reply,ディスカッション返信,
Discussion Topic,ディスカッショントピック,
Dismiss,閉じる,
Dismiss,閉じる,Stop showing the onboarding widget.
Display,表示,
Display Depends On,表示依存元,
Display Depends On (JS),表示依存元 (JS),
Distinct Item and Warehouse,品目と倉庫の組み合わせ,
Divider,区切り線,
Do Not Create New User,新規ユーザーを作成しない,
Do Not Update Serial / Batch on Creation of Auto Bundle,自動バンドル作成時にシリアル・バッチを更新しない,
Do Not Use Batch-wise Valuation,バッチ別評価を使用しない,
Do not create new user if user with email does not exist in the system,システムにメールアドレスを持つユーザーが存在しない場合、新規ユーザーを作成しない,
Do not edit headers which are preset in the template,テンプレートにプリセットされているヘッダーは編集しないでください,
Do not warn me again about {0},{0}について再度警告しない,
Do you still want to proceed?,続行しますか？,
Do you want to cancel all linked documents?,リンクされているすべてのドキュメントをキャンセルしますか？,
Doc Event,ドキュメントイベント,
Doc Events,ドキュメントイベント,
Doc Status,ドキュメントステータス,
Doc Values,ドキュメント値,
DocField,DocField,
DocPerm,DocPerm,
DocShare,DocShare,
"DocStatus of the following states have changed:<br><strong>{0}</strong><br>
				Do you want to update the docstatus of existing documents in those states?<br>
				This does not undo any effect bought in by the document's existing docstatus.
				","以下の状態のDocStatusが変更されました：<br><strong>{0}</strong><br>
				既存のドキュメントのDocStatusを更新しますか？<br>
				これは、ドキュメントの既存のDocStatusによってもたらされた効果を元に戻すものではありません。
				",
DocType,DocType,
DocType <b>{0}</b> provided for the field <b>{1}</b> must have atleast one Link field,フィールド<b>{1}</b>に指定されたDocType <b>{0}</b>には、少なくとも1つのリンクフィールドが必要です,
DocType Action,DocType アクション,
DocType Event,DocType イベント,
DocType Layout,DocType レイアウト,
DocType Layout Field,DocType レイアウト項目,
DocType Link,DocType リンク,
DocType Missing,DocType 不足,
DocType State,DocType 状態,
DocType View,DocType ビュー,
DocType can not be merged,DocType はマージできません,
DocType can only be renamed by Administrator,DocType は管理者のみが名前変更できます,
DocType is a Table / Form in the application.,DocType はアプリケーション内のテーブル/フォームです。,
DocType must be Submittable for the selected Doc Event,選択した文書イベントを使うには、DocType が提出可能である必要があります,
DocType must have atleast one field,DocType には少なくとも1つのフィールドが必要です,
DocType not supported by Log Settings.,DocType はログ設定でサポートされていません。,
DocType on which this Workflow is applicable.,このワークフローが適用される DocType。,
DocType required,DocType は必須,
DocType {0} does not exist.,DocType {0} は存在しません。,
DocType {} not found,DocType {}が見つかりません,
DocType's name should not start or end with whitespace,DocType の名前は空白で開始または終了してはいけません,
"DocTypes can not be modified, please use {0} instead",DocType は変更できません。代わりに {0} を使用してください,
"DocTypes cannot be modified, please use {0} instead",DocType は変更できません。代わりに {0} を使用してください,
Doctype,DocType,
Doctype To Sync,同期するDocType,
Doctype name is limited to {0} characters ({1}),DocType 名は {0} 文字 ({1}) に制限されています,
Doctype required,DocType は必須,
Doctype with same route already exist. Please choose different title.,同じルートの DocType がすでに存在します。別のタイトルを指定してください。,
Document,ドキュメント,
Document Actions,ドキュメントアクション,
Document Follow,ドキュメントフォロー,
Document Follow Notification,ドキュメントフォロー通知,
Document Link,ドキュメントリンク,
Document Linking,ドキュメントリンク,
Document Links,ドキュメントリンク,
Document Links Row #{0}: Could not find field {1} in {2} DocType,ドキュメントリンク行 #{0}: DocType {2} にフィールド {1} が見つかりませんでした,
Document Links Row #{0}: Invalid doctype or fieldname.,ドキュメントリンク行 #{0}: 無効な DocType またはフィールド名です。,
Document Links Row #{0}: Parent DocType is mandatory for internal links,ドキュメントリンク行 #{0}: 内部リンクには親 DocType が必須です,
Document Links Row #{0}: Table Fieldname is mandatory for internal links,ドキュメントリンク行 #{0}: 内部リンクにはテーブルフィールド名が必須です,
Document Name,Document名,
Document Name (ID),ドキュメント名 (ID),
Document Name must not be empty,ドキュメント名を空にすることはできません,
Document Naming,ドキュメント命名,
Document Naming Rule,ドキュメント命名ルール,
Document Naming Rule Condition,ドキュメント命名ルール条件,
Document Naming Settings,文書の命名設定,
Document Queued,ドキュメントがキューに追加されました,
Document Restoration Summary,ドキュメント復元サマリー,
Document Restored,ドキュメントが復元されました,
Document Saved,ドキュメントが保存されました,
Document Share,ドキュメント共有,
Document Share Key,ドキュメント共有キー,
Document Share Key Expiry (in Days),ドキュメント共有キー有効期限 (日数),
Document Share Report,Document Shareレポート,
Document States,ドキュメント状態,
Document Status,ドキュメントステータス,
Document Tag,ドキュメントタグ,
Document Title,ドキュメントタイトル,
Document Type,Document種類,
Document Type and Function are required to create a number card,数値カードを作成するには、ドキュメントタイプと関数が必要です,
Document Type is not importable,ドキュメントタイプはインポートできません,
Document Type is not submittable,ドキュメントタイプは提出できません,
Document Type is required,ドキュメントタイプは必須です,
Document Type to Track,追跡するドキュメントタイプ,
Document Type {0} has been repeated.,ドキュメントタイプ {0} が繰り返されています。,
Document Types,ドキュメントタイプ,
Document Types (Select Permissions Only),ドキュメントタイプ (権限選択のみ),
Document Types and Permissions,ドキュメントタイプと権限,
Document Unlocked,ドキュメントがロック解除されました,
Document cannot be used as a filter value,ドキュメントをフィルター値として使用することはできません,
Document follow is not enabled for this user.,このユーザーに対してドキュメントフォローは有効になっていません。,
Document has been cancelled,文書が取り消されました,
Document has been submitted,文書が提出されました,
Document is in draft state,ドキュメントは下書き状態です,
Document is only editable by users of role,この文書を編集できるのは次のロールのユーザーのみです,
Document is only editable by users with role,ドキュメントはロールを持つユーザーのみが編集可能です,
Document not Relinked,ドキュメントは再リンクされませんでした,
Document renamed from {0} to {1},ドキュメントの名前が {0} から {1} へ変更されました,
Document renaming from {0} to {1} has been queued,ドキュメントの名前変更 ({0} から {1} へ) がキューに追加されました,
Document type is required to create a dashboard chart,ダッシュボードチャートを作成するにはドキュメントタイプが必要です,
Document {0} Already Restored,ドキュメント {0} は既に復元されています,
Document {0} has been set to state {1} by {2},ドキュメント {0} は {2} によって状態 {1} に設定されました,
Documentation Link,ドキュメントリンク,
Documentation URL,ドキュメントURL,
Documents,ドキュメント,
Documents restored successfully,ドキュメントが正常に復元されました,
Documents that failed to restore,復元に失敗したドキュメント,
Documents that were already restored,既に復元されたドキュメント,
Domain,ドメイン,
Domain Name,ドメイン名,
Domain Settings,ドメイン設定,
Domain is required.,ドメインは必須です。,
Domains HTML,ドメイン HTML,
"Don't HTML Encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",このフィールドでは &lt;script&gt; のようなHTMLタグや &lt; または &gt; のような文字が意図的に使用される可能性があるため、HTMLエンコードしないでください,
Don't Import,インポートしない,
Don't Override Status,ステータスを上書きしない,
Don't Reserve Sales Order Qty on Sales Return,返品時に受注数量を引き当てない,
Don't Send Emails,メールを送信しない,
"Don't encode HTML tags like &lt;script&gt; or just characters like &lt; or &gt;, as they could be intentionally used in this field",このフィールドでは &lt;script&gt; のようなHTMLタグや &lt; または &gt; のような文字が意図的に使用される可能性があるため、HTMLエンコードしないでください,
Don't have an account?,アカウントをお持ちではありませんか？,
Done,完了,
Donut,ドーナツ,
Double click to edit label,ラベルを編集するにはダブルクリック,
Download,ダウンロード,
Download,ダウンロード,Export report
Download Backups,バックアップをダウンロード,
Download Data,データをダウンロード,
Download Files Backup,ファイルバックアップをダウンロード,
Download Link,ダウンロードリンク,
Download PDF,PDFをダウンロード,
Download Report,Downloadレポート,
Download Template,Downloadテンプレート,
Download Your Data,データをダウンロード,
Download as CSV,CSVとしてダウンロード,
Download vCard,vCardをダウンロード,
Download vCards,vCardをダウンロード,
Dr,借方,
Draft,下書き,
Drag,ドラッグ,
Drag & Drop a section here from another tab,別のタブからここにセクションをドラッグ＆ドロップ,
Drag and drop files here or upload from,ここにファイルをドラッグ＆ドロップするか、からアップロード,
Drag columns to set order. Column width is set in percentage. The total width should not be more than 100. Columns marked in red will be removed.,列をドラッグして順序を設定します。列幅はパーセンテージで設定されます。合計幅は100を超えないようにしてください。赤でマークされた列は削除されます。,
Drag elements from the sidebar to add. Drag them back to trash.,サイドバーから要素をドラッグして追加します。ゴミ箱に戻すにはドラッグします。,
Drag to add state,ドラッグして状態を追加,
Drop files here,ここにファイルをドロップ,
Dropdowns,ドロップダウン,
DuckDB Sync,DuckDB同期,
DuckDB Sync Item,DuckDB同期項目,
Due Date,支払期日,
Due Date Based On,支払期日基準,
Duplicate,複製,
Duplicate Entry,重複入力,
Duplicate Filter Name,Duplicate Filter名,
Duplicate Name,複製名,
Duplicate Workspace,ワークスペースを複製,
Duplicate current row,現在の行を複製,
Duplicate field,フィールドを複製,
Duplicate of {0} named as {1} is created successfully,{0} の複製を {1} という名前で作成しました,
Duplicate row,行を複製,
Duplicate rows,行を複製,
Duplicate {0} rows,{0}行を複製,
Duration,期間,
Duration (ms),期間 (ミリ秒),
Dynamic,動的,
Dynamic Filters,動的フィルター,
Dynamic Filters JSON,動的フィルターJSON,
Dynamic Filters Section,動的フィルターセクション,
Dynamic Link,動的リンク,
Dynamic Report Filters,動的レポートフィルター,
Dynamic Route,動的ルート,
Dynamic Template,Dynamicテンプレート,
ESC,ESC,
"Each document created in ERPNext can have a unique ID generated for it, using a prefix defined for it. Though each document has some prefix pre-configured, you can further customize it using tools like Naming Series Tool and Document Naming Rule.
","ERPNext で作成する文書には、あらかじめ定義した接頭辞を使って一意の ID を採番できます。各文書には既定の接頭辞が設定済みですが、命名シリーズツールや文書命名ルールを使ってさらに調整できます。
",
Edit,編集,
Edit,編集,Button in list view actions menu
Edit,編集,Button in web form
Edit,編集,Edit grid row
Edit Address in Form,フォームで住所を編集,
Edit Auto Email Report Settings,Edit Auto Email Report設定,
Edit Chart,チャートを編集,
Edit Custom Block,カスタムブロックを編集,
Edit Custom HTML,カスタムHTMLを編集,
Edit DocType,DocTypeを編集,
Edit DocType,DocTypeを編集,Button in list view menu
Edit Existing,既存を編集,
Edit Filter,フィルターを編集,
Edit Filters,フィルターを編集,
Edit Footer,フッターを編集,
Edit Format,フォーマットを編集,
Edit Full Form,完全なフォームを編集,
Edit HTML,HTMLを編集,
Edit Header,ヘッダーを編集,
Edit Heading,見出しを編集,
Edit Letter Head,レターヘッドを編集,
Edit Letter Head Footer,レターヘッドフッターを編集,
Edit Links,リンクを編集,
Edit Number Card,ナンバーカードを編集,
Edit Onboarding,オンボーディングを編集,
Edit Permissions,権限を編集,
Edit Print Format,印刷フォーマットを編集,
Edit Profile,プロフィールを編集,
Edit Properties,プロパティを編集,
Edit Quick List,Edit Quickリスト,
Edit Role Permissions,ロール権限を編集,
Edit Section,セクションを編集,
Edit Shortcut,ショートカットを編集,
Edit Sidebar,サイドバーを編集,
Edit Values,値を編集,
Edit Workspace,ワークスペースを編集,
Edit mode,編集モード,
Edit row,行を編集,
Edit the {0} Doctype,{0} DocTypeを編集,
Edit to add content,コンテンツを追加するために編集,
Edit your response,回答を編集,Button in web form
Edit your workflow visually using the Workflow Builder.,ワークフロービルダーを使用して、ワークフローを視覚的に編集します。,
Edit {0},{0}を編集,
Edit {0} rows,{0} 行を編集,
Editable Grid,編集可能なグリッド,
Editing Row,行を編集中,
Editing {0},{0}を編集中,
Eg. smsgateway.com/api/send_sms.cgi,例: smsgateway.com/api/send_sms.cgi,
Either key or IP flag is required.,key または IP フラグのいずれかが必要です。,
Element Selector,要素セレクター,
Email,メール,
Email Account,メールアカウント,
Email Account Disabled.,メールアカウントが無効です。,
Email Account Name,Email Account名,
Email Account added multiple times,メールアカウントが複数回追加されました,
Email Account not setup. Please create a new Email Account from Settings > Email Account,メールアカウントが設定されていません。設定 > メールアカウントから新しいメールアカウントを作成してください。,
Email Account setup please enter your password for:,メールアカウントの設定です。次のパスワードを入力してください:,
Email Account {0} Disabled,メールアカウント {0} は無効です,
Email Address,メールアドレス,
Email Address whose Google Contacts are to be synced.,Googleコンタクトを同期するメールアドレス。,
Email Addresses,メールアドレス,
Email Alert,メール通知,
Email Alert Recipient,メール通知の宛先,
Email By Document Field,文書のフィールドで宛先を決める,
Email By Role,ロールで宛先を決める,
Email Domain,メールドメイン,
Email Field,メールフィールド,
Email Fieldname,メールのフィールド名,
Email Flag Queue,メールフラグキュー,
Email Footer Address,メールフッターアドレス,
Email Group,メールグループ,
Email Group Member,メールグループメンバー,
Email Header,メールヘッダー,
Email ID,メールID,
Email IDs,メールID,
Email Id,メールID,
Email Inbox,メール受信トレイ,
Email Queue,メールキュー,
Email Queue Recipient,メールキュー受信者,
Email Queue flushing aborted due to too many failures.,多数の失敗により、メールキューのフラッシュが中止されました。,
Email Queue records.,メールキューレコード。,
Email Reply Help,メール返信ヘルプ,
Email Retry Limit,メール再試行制限,
Email Rule,メールルール,
Email Sent,メール送信済,
Email Sent At,メール送信日時,
Email Sent?,メール送信済,
Email Settings,メール設定,
Email Signature,メール署名,
Email Status,メールステータス,
Email Sync Option,メール同期オプション,
Email Template,メールテンプレート,
Email Threads on Assigned Document,割り当てられたドキュメントのメールスレッド,
Email To,宛先メール,
Email Unsubscribe,メール購読解除,
Email everyone for <b>{0}</b> notifications? This adds it to every user's email preferences. Users can still opt out individually afterwards.,<b>{0}</b> の通知を全員にメール送信しますか？ 全ユーザーのメール設定に追加されます。追加後も、ユーザーは個別に解除できます。,
Email has been marked as spam,メールはスパムとしてマークされました,
Email has been moved to trash,メールはゴミ箱に移動されました,
Email is mandatory to create User Email,ユーザーメールを作成するにはメールが必須です,
Email is required.,メールアドレスは必須です。,
Email me for these notification types,これらの通知タイプについてメールで通知する,
Email not sent to {0} (unsubscribed / disabled),{0} にメールは送信されませんでした (購読解除済み / 無効),
Email not verified with {0},{0} でメールが検証されていません,
Email queue is currently suspended. Resume to automatically send other emails.,メールキューは現在停止中です。他のメールを自動的に送信するには再開してください。,
Email sending undone,メール送信が取り消されました,
Email size {0:.2f} MB exceeds the maximum allowed size of {1:.2f} MB,メールサイズ {0:.2f} MB が最大許容サイズ {1:.2f} MB を超えています,
Email undo window is over. Cannot undo email.,メールの取り消し期間が終了しました。メールを取り消すことはできません。,
Emails,メール,
Emails Pulled,取得されたメール,
Emails are already being pulled from this account.,このアカウントから既にメールが取得されています。,
Emails are muted,メールはミュートされています,
Emails will be sent with next possible workflow actions,メールは次の可能なワークフローアクションで送信されます,
Embed code copied,埋め込みコードがコピーされました,
Empty alias is not allowed,空のエイリアスは許可されていません,
Empty column,空の列,
Empty string arguments are not allowed,空の文字列引数は許可されていません,
Enable,有効化,
Enable Action Confirmation,アクション確認を有効化,
Enable Address Autocompletion,住所の自動補完を有効化,
Enable Allow Auto Repeat for the doctype {0} in Customize Form,フォームのカスタマイズでドキュメントタイプ {0} の自動繰り返しを許可を有効化,
Enable Auto Reply,自動返信を有効化,
Enable Automatic Linking in Documents,ドキュメント内での自動リンクを有効化,
Enable Comments,コメントを有効化,
Enable Dynamic Client Registration,動的クライアント登録を有効化,
Enable Email Notifications,メール通知を有効化,
Enable Email Notifications for All Users,全ユーザーのメール通知を有効にする,
Enable Google API in Google Settings.,Google設定でGoogle APIを有効化します。,
Enable Google indexing,Googleインデックス登録を有効化,
Enable Incoming,受信を有効化,
Enable Onboarding,オンボーディングを有効化,
Enable Outgoing,送信を有効化,
Enable Password Policy,パスワードポリシーを有効化,
Enable Prepared Report,準備済みレポートを有効にする,
Enable Print Server,印刷サーバーを有効化,
Enable Push Notification Relay,プッシュ通知リレーを有効化,
Enable Rate Limit,レート制限を有効化,
Enable Raw Printing,生データ印刷を有効化,
Enable Report,有効化レポート,
Enable Scheduled Jobs,スケジュール済みジョブを有効化,
Enable Scheduler,スケジューラを有効化,
Enable Security,セキュリティを有効化,
Enable Snapshot Reports,スナップショットレポートを有効にする,
Enable Social Login,ソーシャルログインを有効化,
Enable Stock Reservation,在庫引当を有効にする,
Enable System Notification,システム通知を有効化,
Enable Tracking Page Views,ページビューの追跡を有効化,
Enable Two Factor Auth,二要素認証を有効化,
Enable Website Tracking,ウェブサイトのトラッキングを有効化,
Enable bulk edit for child table fields in Form view.,フォームビューで子テーブルフィールドの一括編集を有効にします。,
Enable bulk update of this field across child table rows.,子テーブルの行全体でこのフィールドの一括更新を有効にします。,
Enable developer mode to create a standard Print Template,標準の印刷テンプレートを作成するには、開発者モードを有効にしてください,
Enable developer mode to create a standard Web Template,Enable developer mode to create a standard Webテンプレート,
"Enable if on click
opens modal.","クリック時に
モーダルが開く場合に有効化します。",
Enable in-app website tracking,アプリ内ウェブサイト追跡を有効化,
Enable the notification type before emailing it to users.,ユーザーにメールで送信する前に、通知タイプを有効にしてください。,
Enabled,有効,
Enabled Scheduler,スケジューラが有効,
Enabled email inbox for user {0},ユーザー {0} のメール受信トレイが有効化されました,
Enables Calendar and Gantt views.,カレンダービューとガントビューを有効にします。,
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,受信メールアカウントで自動返信を有効にすると、同期されたすべてのメールに自動返信が送信されます。続行しますか？,
Enabling email for {0} across all users in the background.,バックグラウンドで全ユーザーに対して{0}のメールを有効にしています。,
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.",これを有効にすると、Firebase Cloud Messaging を介してインストールされているすべてのアプリのプッシュ通知を送信するために、サイトが中央リレーサーバーに登録されます。このサーバーはユーザーのトークンとエラーログのみを保存し、メッセージは保存されません。,
Enabling this will submit documents in background,これを有効にすると、ドキュメントがバックグラウンドで提出されます,
Encrypt Backups,バックアップを暗号化,
Encryption key is in invalid format!,暗号化キーが無効な形式です！,
Encryption key is invalid! Please check site_config.json,暗号化キーが無効です！site_config.json を確認してください,
End,終了,
End Date,終了日,
End Date Field,終了日フィールド,
End Date cannot be before Start Date!,終了日は開始日より前にはできません！,
End Date cannot be today.,終了日は今日にすることはできません。,
Ended At,終了日時,
Endpoints,エンドポイント,
Ends on,終了日,
Energy Point,エナジーポイント,
Enqueued By,キューに追加者,
Enqueued creation of indexes,インデックスの作成をキューに追加しました,
Ensure the user and group search paths are correct.,ユーザーとグループの検索パスが正しいことを確認してください。,
Enter Client Id and Client Secret in Google Settings.,Google設定でクライアントIDとクライアントシークレットを入力してください。,
Enter Code displayed in OTP App.,OTPアプリに表示されているコードを入力してください。,
"Enter Email Recipient(s) in the To, CC, or BCC fields",To、CC、またはBCCフィールドにメール受信者を入力してください,
Enter Form Type,Enter Form種類,
Enter Value,金額,Title of prompt dialog
Enter a name for this {0},この {0} の名前を入力してください,
Enter at least one permission row,権限を1行以上入力してください,
